TERMINALCODE,ID,AIRPORTIATACODE,AIRPORTICAOCODE,AIRPORTNAME,CITYCODE,ACTIVESTATUS,AIRPORTLATITUDE,AIRPORTLONGITUDE,LOAD_TIME
VIQ_00,10415,VIB,,Villa Constitucion Airport,VIB,1,25.058333,-111.7,,
VIR_00,10416,VIC,LIPT,Vicenza Airport,VIC,1,45.55,11.55,,
VIS_00,10417,VID,,Vidin Airport,VID,0,43.983333,22.816667,,
VIT_00,10418,VIE,LOWW,Vienna International Airport,VIE,1,48.11972,16.563583,,
VIU_00,10419,VIE,LOWW,Vienna International Airport,VIE,1,48.11972,16.563583,,
VIV_00,10420,VIE,LOWW,Vienna International Airport,VIE,1,48.11972,16.563583,,
VIX_00,10421,VIE,LOWW,Vienna International Airport,VIE,1,48.11972,16.563583,,
VIY_00,10422,VIF,,Vieste Heliport,VIF,1,41.866433,16.165162,,
VIZ_00,10423,VIG,SVVG,El Vigia Airport,VIG,1,8.633333,-71.65,,
VJB_00,10424,VIH,,Rolla National Airport,VIH,1,38.133333,-91.766667,,
VJI_00,10425,VII,VVVH,Vinh Airport,VII,1,18.728766,105.669709,,
VJQ_00,10426,VIJ,TUPW,Virgin Gorda Airport,VIJ,1,18.45027,-64.427735,,
VKB_00,10427,VIK,,Kavik - Airstrip,VIK,0,,,,
VKG_00,10428,VIL,GMMH,Dakhla Airport,VIL,1,23.714534,-15.929061,,
VKO_00,10429,VIN,UKWW,Havryshivka Vinnytsia International Airport,VIN,1,49.243126,28.606481,,
VKO_0A,10430,VIO,,Vitoria - Railway Station,VIT,1,42.84138889,-2.6725,,
VKO_0B,10431,VIP,,Payerne Airport,VIP,1,46.847778,6.922222,,
VKO_0D,10432,VIQ,,Viqueque Airport,VIQ,1,-8.883333,126.366667,,
VKO_3A,10433,VIR,FAVG,Virginia Airport,DUR,1,-29.770839,31.058088,,
VKO_3B,10434,VIS,KVIS,Visalia Municipal Airport,VIS,1,36.319444,-119.393889,,
VKR_00,10435,VIT,LEVT,Vitoria Airport,VIT,1,42.881961,-2.725372,,
VKS_00,10436,VIU,,Viru Harbour Airstrip,VIU,1,-8.5,157.666667,,
VKT_00,10437,VIV,,Vivigani Airport,VIV,1,-9.330556,150.341667,,
VKV_00,10438,VIX,SBVT,Eurico de Aguiar Salles Airport,VIX,1,-20.256809,-40.289567,,
VKW_00,10439,VIY,,Villa Coublay Airport,VIY,1,48.774167,2.191667,,
VLA_00,10440,VIZ,,Vizag,VIZ,0,,,,
VLC_00,10441,VJB,,Xai Xai Airport,VJB,1,-25.033333,33.616667,,
VLD_00,10442,VJI,KVJI,Virginia Highlands Airport,VJI,1,36.686111,-82.033333,,
VLE_00,10443,VJQ,,Gurue Airport,VJQ,1,-15.416667,36.966667,,
VLF_00,10444,VKB,,Merano Italy,VKB,0,,,,
VLG_00,10445,VKG,VVRG,Rach Gia Airport,VKG,1,9.95803,105.13238,,
VLI_00,10446,VKO,UUWW,Vnukovo Airport,MOW,1,55.60315,37.292098,,
VLK_00,10447,VKO,UUWW,Vnukovo Airport,MOW,1,55.60315,37.292098,,
VLL_00,10448,VKO,UUWW,Vnukovo Airport,MOW,1,55.60315,37.292098,,
VLM_00,10449,VKO,UUWW,Vnukovo Airport,MOW,1,55.60315,37.292098,,
VLN_00,10450,VKO,UUWW,Vnukovo Airport,MOW,1,55.60315,37.292098,,
VLO_00,10451,VKO,UUWW,Vnukovo Airport,MOW,1,55.60315,37.292098,,
VLP_00,10452,VKR,,Krakow - Glowny Railway Station,KRK,1,50.0675,19.94722222,,
VLR_00,10453,VKS,KVKS,Vicksburg Airport,VKS,1,32.35,-90.85,,
VLS_00,10454,VKT,UUYW,Vorkuta Airport,VKT,1,67.486238,63.995203,,
VLU_00,10455,VKV,ULAH,Vaskovo Airport,VKV,1,64.441944,40.421667,,
VLV_00,10456,VKW,,West Kavik Airport,VKW,0,69.766667,-146.916667,,
VLW_00,10457,VLA,KVLA,Vandalia Airport,VLA,1,38.966667,-89.1,,
VLY_00,10458,VLC,LEVC,Valencia Airport,VLC,1,39.491792,-0.473475,,
VME_00,10459,VLD,KVLD,Valdosta Regional Airport,VLD,1,30.784051,-83.272354,,
VMI_00,10460,VLE,,J. T. Robidoux Airport,VLE,1,35.65,-112.183333,,
VMU_00,10461,VLF,,Newcastle Under Lyme,VLF,0,,,,
VNA_00,10462,VLG,SAZV,Villa Gesell Airport,VLG,1,-37.236258,-57.025808,,
VNC_00,10463,VLI,NVVV,Port Vila Airport,VLI,1,-17.701853,168.319503,,
VND_00,10464,VLK,,Volgodonsk Airport,VLK,1,47.683333,42.083333,,
VNE_00,10465,VLL,LEVD,Valladolid Airport,VLL,1,41.70581,-4.844626,,
VNG_00,10466,VLM,SLVM,Villamontes Airport,VLM,1,-21.25,-63.5,,
VNL_00,10467,VLN,SVVA,Arturo Michelena International Airport,VLN,1,10.15429,-67.922479,,
VNO_00,10468,VLO,,Stolport Airport,VLO,0,38.116667,-122.233333,,
VNR_00,10469,VLP,SWVC,Vila Rica Municipal Airport,VLP,1,-9.980833333,-51.14027778,,
VNS_00,10470,VLR,SCLL,Vallenar Airport,VLR,1,-28.591667,-70.761667,,
VNT_00,10471,VLS,NVSV,Valesdir Airport,VLS,1,-16.800254,168.179006,,
VNX_00,10472,VLU,,Velikiye Luki Airport,VLU,1,56.383333,30.616667,,
VNY_00,10473,VLV,SVVL,Colonel Antonio Nicolas Briceno Airport,VLV,1,9.33998,-70.585942,,
VNZ_00,10474,VLW,,Rye England,VLW,0,,,,
VOD_00,10475,VLY,EGOV,Anglesey Airport,VLY,1,53.250359,-4.529017,,
VOG_00,10476,VME,SAOR,Villa Reynolds Airport,VME,1,-33.724979,-65.378143,,
VOG_0A,10477,VMI,,Vallemi Airport,VMI,1,-22.25,-58,,
VOG_0C,10478,VMU,,Baimuru Airport,VMU,1,-7.5,144.8,,
VOG_C2,10479,VNA,VLSV,Saravane Airport,VNA,1,15.692778,106.426111,,
VOH_00,10480,VNC,KVNC,Venice Municipal Airport,VNC,1,27.077821,-82.438754,,
VOI_00,10481,VND,FMSU,Vangaindrano Airport,VND,1,-23.35,47.566667,,
VOK_00,10482,VNE,LFRV,Meucon Airport,VNE,1,47.723301,-2.71856,,
VOL_00,10483,VNG,,Viengxay Airport,VNG,0,18.933333,102.5,,
VOT_00,10484,VNL,,Vinales - Bus Station,LCL,1,22.61388889,-83.7125,,
VOZ_00,10485,VNO,EYVI,Vilnius International Airport,VNO,1,54.643079,25.279605,,
VPE_00,10486,VNR,,Vanrook Airport,VNR,1,-16.866667,141.916667,,
VPG_00,10487,VNS,VIBN,Lal Bahadur Shastri International Airport,VNS,1,25.449697,82.853732,,
VPN_00,10488,VNT,,Ventspils - Ventspils,VNT,1,57.35777778,21.54416667,,
VPS_00,10489,VNX,FQVL,Vilanculos Airport,VNX,1,-22.016667,35.283333,,
VPY_00,10490,VNY,KVNY,Van Nuys Airport,LAX,1,34.21016,-118.490169,,
VPZ_00,10491,VNZ,,Vicenza - Railway Station,VIC,1,45.54111111,11.53861111,,
VQM_00,10492,VOD,,Prague - Vodochody Airport,PRG,1,50.21666667,14.39555556,,
VQQ_00,10493,VOG,URWW,Volgograd International Airport,VOG,1,48.792,44.354805,,
VQS_00,10494,VOG,URWW,Volgograd International Airport,VOG,1,48.792,44.354805,,
VRA_00,10495,VOG,URWW,Volgograd International Airport,VOG,1,48.792,44.354805,,
VRB_00,10496,VOG,URWW,Volgograd International Airport,VOG,1,48.792,44.354805,,
VRC_00,10497,VOH,FMNV,Vohemar Airport,VOH,1,-13.366667,50,,
VRD_00,10498,VOI,,Voinjama Airport,VOI,1,8.416667,-9.75,,
VRE_00,10499,VOK,KVOK,Volk Field,VOK,1,43.937056,-90.256884,,
VRI_00,10500,VOL,LGBL,Nea Anchialos Airport,VOL,1,39.220291,22.792661,,
VRK_00,10501,VOT,SDVG,Votuporanga Airport,VOT,1,-20.433333,-49.883333,,
VRL_00,10502,VOZ,UUOO,Voronezh Airport,VOZ,1,51.812356,39.226997,,
VRN_00,10503,VPE,FNGI,Ongiva Airport,VPE,1,-17.047413,15.689624,,
VRO_00,10504,VPG,,Vipingo Airport,VPG,1,-3.81362,39.796978,,
VRR_00,10505,VPN,BIVO,Vopnafjordur Airport,VPN,1,65.720596,-14.8506,,
VRS_00,10506,VPS,KVPS,Destin Fort Walton Beach Airport,VPS,1,30.495913,-86.549461,,
VRU_00,10507,VPY,FQCH,Chimoio Airport,VPY,1,-19.148927,33.426891,,
VRY_00,10508,VPZ,KVPZ,Porter County Regional Airport,VPZ,1,41.45,-86.98333333,,
VRZ_00,10509,VQM,,Ashford Kent England,VQM,0,,,,
VSA_00,10510,VQQ,KVQQ,Cecil Airport,JAX,1,30.220195,-81.874156,,
VSE_00,10511,VQS,TJVQ,Antonio Rivera Rodriguez Airport,VQS,1,18.134088,-65.488031,,
VSF_00,10512,VRA,MUVR,Juan Gualberto Gomez Airport,VRA,1,23.039896,-81.436943,,
VSG_00,10513,VRB,KVRB,Vero Beach Municipal Airport,VRB,1,27.6525,-80.413611,,
VSK_00,10514,VRC,RPUV,Virac Airport,VRC,1,13.579579,124.211873,,
VSN_00,10515,VRD,,Radom - Bus Station,RDO,1,51.3925,21.15722222,,
VSO_00,10516,VRE,FAVR,Vredendal Airport,VRE,1,-31.666667,18.5,,
VST_00,10517,VRI,,Varandey - Varandey Airport,VRI,1,68.84805556,58.20027778,,
VTA_00,10518,VRK,EFVR,Varkaus Airport,VRK,1,62.172505,27.861281,,
VTB_00,10519,VRL,LPVR,Vila Real Airport,VRL,1,41.275892,-7.719278,,
VTE_00,10520,VRN,LIPX,Verona Villafranca Airport,VRN,1,45.43333333,11,,
VTE_0D,10521,VRO,,Kawama Airport,VRO,1,23.133333,-81.3,,
VTE_0I,10522,VRR,,Vlore Rail Station,VRR,1,40.46611111,19.4825,,
VTF_00,10523,VRS,,Versailles Airport,VRS,1,38.433333,-92.85,,
VTG_00,10524,VRU,FAVB,Vryburg Airport,VRU,1,-26.916667,24.75,,
VTI_00,10525,VRY,ENVY,Vaeroy Heliport,VRY,1,67.654561,12.72707,,
VTL_00,10526,VRZ,SSOL,Lavras Airport,QLW,1,-21.240278,-44.964167,,
VTM_00,10527,VSA,MMVA,Carlos Rovirosa Perez International Airport,VSA,1,17.992429,-92.818987,,
VTN_00,10528,VSE,LPVZ,Viseu Airport,VSE,1,40.722683,-7.889235,,
VTO_00,10529,VSF,KVSF,Hartness State Airport,VSF,1,43.341625,-72.524756,,
VTT_00,10530,VSG,UKCW,Luhansk International Airport,VSG,1,48.420995,39.379171,,
VTU_00,10531,VSK,,Kennewick - Vista Field,VSK,0,,,,
VTZ_00,10532,VSN,,Venlo Railway Station,VSN,1,51.36305556,6.173055556,,
VUP_00,10533,VSO,,Phuoc-long Airport,VSO,1,9.433333,105.466667,,
VUS_00,10534,VST,ESOW,Hasslo Airport,STO,1,59.589167,16.630556,,
VUU_00,10535,VTA,,Victoria Airport,VTA,0,14.95,-87.4,,
VVB_00,10536,VTB,UMII,Vitebsk Airport,VTB,1,55.13008,30.35506,,
VVC_00,10537,VTE,VLVT,Wattay International Airport,VTE,1,17.975432,102.567721,,
VVE_00,10538,VTE,VLVT,Wattay International Airport,VTE,1,17.975432,102.567721,,
VVI_00,10539,VTE,VLVT,Wattay International Airport,VTE,1,17.975432,102.567721,,
VVK_00,10540,VTF,,Vatulele Airport,VTF,1,-18.55,177.616667,,
VVN_00,10541,VTG,,Vung Tau Airport,VTG,1,10.374444,107.091111,,
VVO_00,10542,VTI,,Vitoria - Bus Station,VIT,1,42.84972222,-2.665833333,,
VVZ_00,10543,VTL,LFSZ,Vittel Airport,VTL,1,48.2,5.95,,
VWA_00,10544,VTM,LLNV,Nevatim Air Force Base,VTM,1,31.2083,35.012299,,
VWB_00,10545,VTN,KVTN,Miller Field,VTN,1,42.866667,-100.55,,
VWG_00,10546,VTO,,Raki Raki Fiji-Hotel,VTO,0,,,,
VWJ_00,10547,VTT,,Breckenridg - Breckenridge,VTT,0,,,,
VWY_00,10548,VTU,MUVT,Hermanos Ameijeiras Airport,VTU,1,20.985606,-76.939842,,
VXC_00,10549,VTZ,VEVZ,Vishakhapatnam Airport,VTZ,1,17.723596,83.22768,,
VXE_00,10550,VUP,SKVP,Valledupar Airport,VUP,1,10.436667,-73.252778,,
VXG_00,10551,VUS,,Velikij Ustyug Airport,VUS,1,60.766667,46.316667,,
VXO_00,10552,VUU,,Mvuu Camp Airport,VUU,1,-14.83861,35.30139,,
VXW_00,10553,VVB,FMMH,Mahanoro Airport,VVB,1,-19.833333,48.8,,
VYD_00,10554,VVC,SKVV,Vanguardia Airport,VVC,1,4.167867,-73.613773,,
VYI_00,10555,VVE,,Bogota Airport,BOG,0,,,,
VYN_00,10556,VVI,SLVR,Viru Viru International Airport,SRZ,1,-17.648234,-63.140489,,
VYP_00,10557,VVK,ESSW,Vastervik Airport,VVK,1,57.75,16.633333,,
VYS_00,10558,VVN,SPWT,Malvinas Airport,VVN,1,-11.85,-72.940278,,
VYT_00,10559,VVO,UHWW,Vladivostok International Airport,VVO,1,43.396342,132.165372,,
VZS_00,10560,VVZ,DAAP,Illizi Airport,VVZ,1,26.533333,8.55,,
VZY_00,10561,VWA,,Shenyang - Shenyangbei Railway Station,SHE,1,41.81694444,123.4280556,,
WAA_00,10562,VWB,,Changchun - Railway Station,CGQ,1,43.90944444,125.3219444,,
WAB_00,10563,VWG,,Caermon Highlands Malay-Hotel,VWG,0,,,,
WAC_00,10564,VWJ,,Woodhall Spa Eng,VWJ,0,,,,
WAD_00,10565,VWY,,Nilgris India,VWY,0,,,,
WAE_00,10566,VXC,FQLC,Lichinga Airport,VXC,1,-13.283333,35.25,,
WAF_00,10567,VXE,GVSV,Cesaria Evora International Airport,VXE,1,16.837258,-25.054359,,
WAG_00,10568,VXG,,Stranraer Scotland,VXG,0,,,,
WAH_00,10569,VXO,ESMX,Vaxjo Airport,VXO,1,56.925094,14.732046,,
WAI_00,10570,VXW,,Grindelwald Switzerland,VXW,0,,,,
WAJ_00,10571,VYD,FAVY,Vryheid Airport,VYD,1,-27.783333,30.8,,
WAK_00,10572,VYI,,Vilyuysk Airport,VYI,1,63.75611,121.69417,,
WAL_00,10573,VYN,,Vienne Multimodale Bus Station,XVI,1,45.52138889,4.874166667,,
WAM_00,10574,VYP,,Port Edwards South Afr-Hotel,VYP,0,,,,
WAN_00,10575,VYS,KVYS,Illinois Valley Regional Airport,VYS,1,41.333333,-89.133333,,
WAO_00,10576,VYT,,Shimukappu-Mur Japan-Hotel,VYT,0,,,,
WAP_00,10577,VZS,,Phetchaburi Thailand,VZS,0,,,,
WAQ_00,10578,VZY,,Apeldoorn Netherlands,VZY,0,,,,
WAR_00,10579,WAA,,Wales Airport,WAA,1,65.617222,-168.090833,,
WAS_00,10580,WAB,,Wabag Airport,WAB,1,-5.483333,143.733333,,
WAT_00,10581,WAC,HAWC,Waca Airport,WAC,1,7.166667,37.166667,,
WAU_00,10582,WAD,,Andriamena Airport,WAD,1,-17.45,47.516667,,
WAV_00,10583,WAE,OEWD,Wadi Ad Dawasir Airport,WAE,1,20.498443,45.204447,,
WAW_00,10584,WAF,,Wana Airport,WAF,1,32.333333,69.533333,,
WAW_0A,10585,WAG,NZWU,Wanganui Airport,WAG,1,-39.960921,175.024443,,
WAW_0D,10586,WAH,KBWP,Wahpeton Airport,WAH,1,46.266667,-96.6,,
WAW_0I,10587,WAI,FMNW,Ambalabe Airport,WAI,1,-14.89875,47.993895,,
WAW_0L,10588,WAJ,,Wawoi Falls Airport,WAJ,1,-7.8,143.266667,,
WAX_00,10589,WAK,FMSZ,Ankazoabo Airport,WAK,1,-22.3,44.533333,,
WAY_00,10590,WAL,KWAL,Wallops Flight Facility,WAL,1,37.941166,-75.468061,,
WAZ_00,10591,WAM,FMMZ,Ambatondrazaka Airport,WAM,1,-17.8,48.433333,,
WBA_00,10592,WAN,,Waverney Airport,WAN,0,-25.366667,141.933333,,
WBB_00,10593,WAO,,Wabo Airport,WAO,1,-7.495086,144.824296,,
WBC_00,10594,WAP,,Alto Palena Airport,WAP,1,-43.616667,-71.8,,
WBD_00,10595,WAQ,FMMG,Antsalova Airport,WAQ,1,-18.7,44.616667,,
WBE_00,10596,WAR,,Waris Airport,WAR,1,-3.116667,140.883333,,
WBG_00,10597,WAS,,Washington Airport,WAS,1,38.88333333,-77.03333333,,
WBI_00,10598,WAT,EIWF,Waterford Airport,WAT,1,52.188932,-7.081527,,
WBJ_00,10599,WAU,,Wauchope Airport,WAU,1,-31.466667,152.75,,
WBK_00,10600,WAV,YWAV,Kalkgurung Airport,WAV,1,-17.483333,130.95,,
WBM_00,10601,WAW,EPWA,Frederic Chopin Airport,WAW,1,52.22944444,21.01222222,,
WBN_00,10602,WAW,EPWA,Frederic Chopin Airport,WAW,1,52.22944444,21.01222222,,
WBO_00,10603,WAW,EPWA,Frederic Chopin Airport,WAW,1,52.22944444,21.01222222,,
WBQ_00,10604,WAW,EPWA,Frederic Chopin Airport,WAW,1,52.22944444,21.01222222,,
WBR_00,10605,WAW,EPWA,Frederic Chopin Airport,WAW,1,52.22944444,21.01222222,,
WBU_00,10606,WAX,,Zwara Airport,WAX,1,32.9525,12.01555556,,
WBW_00,10607,WAY,KWAY,Green County Airport,WAY,1,39.75,-77.583333,,
WCA_00,10608,WAZ,,Warwick Airport,WAZ,1,-28.15,151.95,,
WCC_00,10609,WBA,,Wahai Airport,WBA,1,-2.816667,129.483333,,
WCD_00,10610,WBB,,Stebbins Airport,WBB,1,63.515411,-162.284634,,
WCH_00,10611,WBC,,Wapolu Airport,WBC,1,-9.338556,150.509124,,
WCR_00,10612,WBD,FMNF,Befandriana Airport,WBD,1,-15.2,48.483333,,
WDA_00,10613,WBE,,Ankaizina Airport,WBE,1,-14.533333,48.7,,
WDB_00,10614,WBG,ETNS,Schleswig Airport,WBG,1,54.45,9.516667,,
WDG_00,10615,WBI,,Broker Inn Airport,WBU,0,40.016667,-105.283333,,
WDH_00,10616,WBJ,,Won Ju,WJU,0,,,,
WDI_00,10617,WBK,,West Branch - Community,WBK,1,44.24472222,-84.17972222,,
WDN_00,10618,WBM,AYWD,Wapenamanda Airport,WBM,1,-5.633084,143.89102,,
WDR_00,10619,WBN,,Cummings Park Airport,WBN,0,42.466667,-71.15,,
WDS_00,10620,WBO,FMSB,Beroroha Airport,WBO,1,-21.6,45.133333,,
WDY_00,10621,WBQ,,Beaver Airport,WBQ,1,66.362222,-147.408333,,
WEA_00,10622,WBR,KRQB,Big Rapids Airport,WBR,1,43.7,-85.483333,,
WEC_00,10623,WBU,,Boulder Municipal Airport,WBU,1,40.039167,-105.225556,,
WED_00,10624,WBW,KWBW,Wyoming Valle Airport,AVP,1,41.233333,-75.883333,,
WEF_00,10625,WCA,,Gamboa Airport,WCA,1,-42.5,-73.833333,,
WEH_00,10626,WCC,,West Coast Cities,WCC,1,41.78777778,-117.2683333,,
WEI_00,10627,WCD,,Carosue Dam Airport,KGI,1,-30.173611,122.32222,,
WEL_00,10628,WCH,SCTN,Nuevo Chaiten Airport,WCH,1,-42.782222,-72.833889,,
WEM_00,10629,WCR,PALR,Chandalar Airport,WCR,1,67.505556,-148.5,,
WEP_00,10630,WDA,,Wadi Ain Airport,WDA,1,14.866667,45.55,,
WES_00,10631,WDB,,Deep Bay Airport,WDB,0,55.583333,-131.75,,
WET_00,10632,WDG,KWDG,Enid Woodring Municipal Airport,WDG,1,36.383604,-97.788232,,
WEW_00,10633,WDH,FYWH,Hosea Kutako International Airport,WDH,1,-22.487345,17.463202,,
WEX_00,10634,WDI,YWND,Wondai Airport,WDI,1,-26.333333,151.816667,,
WFB_00,10635,WDN,,Waldron Island Airport,WDN,1,48.716667,-123.033333,,
WFD_00,10636,WDR,KWDR,Winder Airport,WDR,1,33.983333,-83.716667,,
WFI_00,10637,WDS,ZHSY,Shiyan Wudangshan Airport,EJQ,1,32.589946,110.906355,,
WFK_00,10638,WDY,,Kodiak FSS Airport,ADQ,0,57.783333,-152.4,,
WGA_00,10639,WEA,KWEA,Parker County Airport,WEA,1,32.766667,-97.8,,
WGB_00,10640,WEC,,Wenchang - Railway Station,WEC,1,19.6075,110.7330556,,
WGC_00,10641,WED,,Wedau Airport,WED,1,-10.1,150.083333,,
WGE_00,10642,WEF,ZSWF,Weifang Airport,WEF,1,36.641074,119.113469,,
WGF_00,10643,WEH,ZSWH,Weihai International Airport,WEH,1,37.188142,122.236067,,
WGL_00,10644,WEI,YBWP,Weipa Airport,WEI,1,-12.681317,141.924697,,
WGN_00,10645,WEL,FAWM,Welkom Airport,WEL,1,-28,26.75,,
WGO_00,10646,WEM,,West Malling Airport,WEM,0,51.3,0.416667,,
WGP_00,10647,WEP,,Weam Airport,WEP,1,-10.066667,148.166667,,
WGT_00,10648,WES,,Weasua Airport,WES,1,7.283333,-10.483333,,
WGU_00,10649,WET,,Wagethe Airport,WET,1,-4.05,136.2666667,,
WGY_00,10650,WEW,YWWA,Wee Waa Airport,WEW,1,-30.233333,149.433333,,
WGZ_00,10651,WEX,,Castlebridge Airport,WEX,0,52.333333,-6.466667,,
WHA_00,10652,WFB,,Ketchikan Harbor Sea Plane Base,KTN,1,55.347459,-131.670048,,
WHB_00,10653,WFD,EGCD,Manchester Woodford Airport,WFD,1,53.338056,-2.148889,,
WHD_00,10654,WFI,FMSF,Fianarantsoa Airport,WFI,1,-21.441319,47.110553,,
WHF_00,10655,WFK,KFVE,Frenchville Airport,WFK,1,47.35,-68.333333,,
WHH_00,10656,WGA,YSWG,Wagga Wagga Airport,WGA,1,-35.159918,147.466265,,
WHK_00,10657,WGB,,Bahawalnagar Airport,WGB,0,30,73.25,,
WHL_00,10658,WGC,VOWA,Warangal Airport,WGC,1,17.916667,79.6,,
WHN_00,10659,WGE,YWLG,Walgett Airport,WGE,1,-30.033333,148.133333,,
WHO_00,10660,WGF,,Manama,WGF,1,26.41666667,50.98333333,,
WHP_00,10661,WGL,,Weingarten,WGL,0,44.533333,-79.216667,,
WHR_00,10662,WGN,,Wugang Airport,WGN,1,26.802,110.642,,
WHS_00,10663,WGO,KOKV,Winchester Regional Airport,WGO,1,39.143356,-78.147094,,
WHT_00,10664,WGP,WADW,Umbu Mehang Kunda Airport,WGP,1,-9.669213,120.302005,,
WHU_00,10665,WGT,YWGT,Wangaratta Airport,WGT,1,-36.366667,146.333333,,
WHZ_00,10666,WGU,,Wagau Airport,WGU,1,-6.8,146.8,,
WIB_00,10667,WGY,,Wagny Airport,WGY,1,0.516666667,10.43333333,,
WIC_00,10668,WGZ,,Manly,WGZ,1,-33.79972222,151.2830556,,
WID_00,10669,WHA,,Xuanzhou Airport,WHU,1,31.10444444,118.6669444,,
WIE_00,10670,WHB,,Eliwana Camp Airport,WHB,1,-22.42916667,116.8872222,,
WIK_00,10671,WHD,,Hyder Sea Plane Base,WHD,1,55.903881,-130.011081,,
WIL_00,10672,WHF,HSSW,Wadi Halfa Airport,WHF,1,21.75,31.5,,
WIN_00,10673,WHH,,Boulder - Hilton Har H,WBU,0,,,,
WIO_00,10674,WHK,NZWK,Whakatane Airport,WHK,1,-37.924676,176.917483,,
WIR_00,10675,WHL,,Welshpool Airport,WHL,1,-38.688889,146.45,,
WIT_00,10676,WHN,,Wuhan Airport,WUH,1,30.250278,114.059167,,
WIU_00,10677,WHO,,Franz Josef Airport,WHO,1,-43.383333,170.183333,,
WJA_00,10678,WHP,KWHP,Whiteman Airport,LAX,1,34.05,-118.25,,
WJF_00,10679,WHR,,Vail Avon Stolport Apt,EGE,1,39.65,-106.9166667,,
WJR_00,10680,WHS,EGEH,Whalsay Airport,WHS,1,60.376935,-0.921905,,
WJU_00,10681,WHT,,Wharton Airport,WHT,1,29.316667,-96.1,,
WKA_00,10682,WHU,,Wuhu Air Base,WHU,1,31.392401,118.410796,,
WKB_00,10683,WHZ,,Wuhan - Railway Station,WUH,1,30.61027778,114.4186111,,
WKF_00,10684,WIB,,Wilbarger - County,WIB,1,34.22555556,-99.28361111,,
WKI_00,10685,WIC,EGPC,Wick Airport,WIC,1,58.456944,-3.086667,,
WKJ_00,10686,WID,,Wildenrath Airport,WID,0,49.5,9.5,,
WKK_00,10687,WIE,ETOU,Wiesbaden Army Airfield,UWE,1,50.04957,8.324533,,
WKL_00,10688,WIK,,Waiheke Reeve Airport,WIK,1,-36.810189,175.085634,,
WKM_00,10689,WIL,HKNW,Wilson Airport,NBO,1,-1.318018,36.813246,,
WKN_00,10690,WIN,YWTN,Winton Airport,WIN,1,-22.35,143.066667,,
WKR_00,10691,WIO,YWCA,Wilcannia Airport,WIO,1,-31.083333,143.55,,
WLA_00,10692,WIR,NZWO,Wairoa Airport,WIR,1,-39.014772,177.405358,,
WLB_00,10693,WIT,,Wittenoom Airport,WIT,1,-22.266667,118.333333,,
WLC_00,10694,WIU,WITU,Witu Airport,WIU,1,-3.816666667,142.0333333,,
WLD_00,10695,WJA,,Woja Airport,WJA,1,7.453653,168.552967,,
WLE_00,10696,WJF,KWJF,General William J Fox Airfield,WJF,1,34.740316,-118.218185,,
WLG_00,10697,WJR,HKWJ,Wajir Airport,WJR,1,1.784722222,39.93277778,,
WLG_0D,10698,WJU,RKNW,Wonju Airport,WJU,1,37.441926,127.965838,,
WLG_0I,10699,WKA,NZWF,Wanaka Airport,WKA,1,-44.723358,169.244242,,
WLH_00,10700,WKB,YWKB,Warracknabeal Airport,WKB,1,-36.15,142.433333,,
WLI_00,10701,WKF,FAWK,Waterkloof Air Force Base,WKF,1,-25.834892,28.2225,,
WLK_00,10702,WKI,FVWT,Hwange Airport,WKI,1,-18.3625,26.518333,,
WLL_00,10703,WKJ,RJCW,Hokkaido Airport,WKJ,1,45.399428,141.797398,,
WLM_00,10704,WKK,,Aleknagik Airport,WKK,1,59.282593,-158.617987,,
WLN_00,10705,WKL,,Waikoloa Heliport,WKL,1,19.920416,-155.860879,,
WLO_00,10706,WKM,,Wankie Rhodesia,WKM,0,,,,
WLP_00,10707,WKN,,Wakunai Airport,WKN,1,-5.866667,155.216667,,
WLR_00,10708,WKR,,Walkers Cay Airport,WKR,1,27.266667,-78.4,,
WLS_00,10709,WLA,,Wallal Downs Airport,WLA,1,-19.783333,120.666667,,
WLW_00,10710,WLB,,Labouchere Bay Airport,WLB,0,56.291667,-133.658333,,
WMA_00,10711,WLC,,Walcha Airport,WLC,1,-30.983333,151.6,,
WMB_00,10712,WLD,KWLD,Strother Field,WLD,1,37.168594,-97.037597,,
WMC_00,10713,WLE,,Miles Airport,WLE,1,-26.809167,150.165,,
WMD_00,10714,WLG,NZWN,Wellington International Airport,WLG,1,-41.329036,174.812163,,
WME_00,10715,WLG,NZWN,Wellington International Airport,WLG,1,-41.329036,174.812163,,
WMH_00,10716,WLG,NZWN,Wellington International Airport,WLG,1,-41.329036,174.812163,,
WMI_00,10717,WLH,NVSW,Walaha Airport,WLH,1,-15.412913,167.691593,,
WMK_00,10718,WLI,,Wenling - Raiway Station,WLI,1,28.47944444,121.325,,
WML_00,10719,WLK,PASK,Selawik Airport,WLK,1,66.602778,-159.983333,,
WMN_00,10720,WLL,,Wollogorand Airport,WLL,1,-17.616667,137.916667,,
WMO_00,10721,WLM,,Waltham Airport,WLM,0,42.385278,-71.251389,,
WMP_00,10722,WLN,,Little Naukati Airport,WLN,0,55.873259,-133.216211,,
WMR_00,10723,WLO,,Waterloo Airport,WLO,1,-16.633333,129.316667,,
WMT_00,10724,WLP,YANG,West Angelas Airport,WLP,1,-23.135729,118.70739,,
WMV_00,10725,WLR,,Loring Sea Plane Base,WLR,1,55.601333,-131.63504,,
WMX_00,10726,WLS,NLWW,Wallis Island Airport,WLS,1,-13.233333,-176.166667,,
