TERMINALCODE,ID,AIRPORTIATACODE,AIRPORTICAOCODE,AIRPORTNAME,CITYCODE,ACTIVESTATUS,AIRPORTLATITUDE,AIRPORTLONGITUDE,LOAD_TIME
UDR_00,10107,UBU,,Kalumburu Airport,UBU,1,-14.3,126.65,,
UEE_00,10108,UBW,,Bridgwater Rail Station,UBW,1,51.12777778,-2.990277778,,
UEL_00,10109,UCA,KUCA,Oneida County Airport,UCA,0,43.141389,-75.380278,,
UEN_00,10110,UCB,ZBUC,Ulanqab Airport,UCB,1,41.127387,113.109993,,
UEO_00,10111,UCC,,Yucca Flat Airport,UCC,1,37,-116.05,,
UER_00,10112,UCE,,Eunice Airport,UCE,1,30.5,-92.416667,,
UES_00,10113,UCK,UKLC,Lutsk Airport,UCK,1,50.75,25.333333,,
UET_00,10114,UCN,GLBU,Buchanan Airport,UCN,1,5.95,-10.033333,,
UFA_00,10115,UCT,UUYH,Ukhta Airport,UCT,1,63.566667,53.8,,
UFA_01,10116,UCY,KUCY,Everett-Stewart Airport,UCY,1,36.433333,-89.05,,
UFA_02,10117,UDA,,Undarra Airport,UDA,1,-18.183333,144.6,,
UFM_00,10118,UDD,KUDD,Bermuda Dunes Airport,PSP,1,33.746019,-116.270782,,
UGA_00,10119,UDE,,Volkel Air Base,UDE,1,51.657237,5.707809,,
UGB_00,10120,UDI,SBUL,Uberlandia-Ten. Cel. Av. Cesar Bombonato Airport,UDI,1,-18.889319,-48.230073,,
UGC_00,10121,UDJ,UKLU,Uzhhorod International Airport,UDJ,1,48.636348,22.271291,,
UGI_00,10122,UDN,LIPD,Udine Airfield,UDN,1,46.033333,13.183333,,
UGL_00,10123,UDO,,Udomxay Airport,UDO,0,19.133333,103.816667,,
UGN_00,10124,UDR,VAUD,Maharana Pratap Airport,UDR,1,24.61919,73.891269,,
UGO_00,10125,UEE,,Queenstown Airport,UEE,1,-42.083333,145.55,,
UGR_00,10126,UEL,FQQL,Quelimane Airport,UEL,1,-17.857741,36.871545,,
UGS_00,10127,UEN,,Urengoy - Urengoy,UEN,1,65.96666667,78.36666667,,
UGT_00,10128,UEO,ROKJ,Kume-jima Airport,UEO,1,26.365278,126.719444,,
UGU_00,10129,UER,,Puertollano Airport,UER,1,38.7,-4.116667,,
UHE_00,10130,UES,KUES,Waukesha County Airport,UES,1,43.038912,-88.237747,,
UHF_00,10131,UET,OPQT,Quetta Airport,UET,1,30.249266,66.949036,,
UHS_00,10132,UFA,UWUU,Ufa International Airport,UFA,1,54.565403,55.884543,,
UIB_00,10133,UFA,UWUU,Ufa International Airport,UFA,1,54.565403,55.884543,,
UIG_00,10134,UFA,UWUU,Ufa International Airport,UFA,1,54.565403,55.884543,,
UIH_00,10135,UFM,,Falmouth Rail Station,FMH,1,50.14833333,-5.064444444,,
UII_00,10136,UGA,ZMBN,Bulgan Airport,UGA,1,48.8,103.55,,
UIK_00,10137,UGB,,Ugashik Bay Airport,PIP,1,57.425291,-157.74422,,
UIL_00,10138,UGC,UTNU,Urgench Airport,UGC,1,41.584834,60.633029,,
UIN_00,10139,UGI,,San Juan Sea Plane Base,UGI,1,57.731348,-153.320565,,
UIO_00,10140,UGL,,Union Glacier Airport,UGL,1,-79.77555556,-83.30277778,,
UIP_00,10141,UGN,KUGN,Waukegan National Airport,UGN,1,42.420903,-87.866024,,
UIQ_00,10142,UGO,FNUG,Uige Airport,UGO,1,-7.816667,15.15,,
UIR_00,10143,UGR,,Burgos - Railway Station,RGS,1,42.37083333,-3.666111111,,
UIT_00,10144,UGS,,Ugashik Airport,UGS,1,57.533333,-157.416667,,
UIZ_00,10145,UGT,,Umnugobitour Airport,UGT,1,43.752778,104.127778,,
UJE_00,10146,UGU,,Zugapa -  Irian Jaya Airport,UGU,1,-3.733333,137.033333,,
UJN_00,10147,UHE,LKKU,Kunovice Airport,UHE,1,49.029364,17.439825,,
UJU_00,10148,UHF,,Upper Heyford RAF Station,UHF,0,51.933333,-1.25,,
UKA_00,10149,UHS,,Aleksandrovsk-Sakhalinskiy Airport,UHS,1,50.87722222,142.1758333,,
UKB_00,10150,UIB,SKUI,El Carano Airport,UIB,1,5.690556,-76.641945,,
UKG_00,10151,UIG,,Huaihua Railway Station,HJJ,1,27.56166667,109.9625,,
UKH_00,10152,UIH,VVPC,Phu Cat Airport,UIH,1,13.955,109.042222,,
UKI_00,10153,UII,MHUT,Utila Airport,UII,1,16.091667,-86.8875,,
UKK_00,10154,UIK,UIBS,Ust-Ilimsk Airport,UIK,1,58.133333,102.55,,
UKN_00,10155,UIL,KUIL,Quillayute State Airport,UIL,1,47.9,-124.633333,,
UKR_00,10156,UIN,KUIN,Quincy Municipal Airport,UIN,1,39.944167,-91.197222,,
UKS_00,10157,UIO,SEQM,Mariscal Sucre International Airport,UIO,1,-0.123811,-78.355976,,
UKT_00,10158,UIP,LFRQ,Pluguffan Airport,UIP,1,47.974444,-4.170833,,
UKU_00,10159,UIQ,,Quine Hill Airport,UIQ,1,-17,168.166667,,
UKX_00,10160,UIR,YQDI,Quirindi Airport,UIR,1,-31.5,150.516667,,
UKY_00,10161,UIT,,Jaluit Airport,UIT,1,5.833333,169.616667,,
ULA_00,10162,UIZ,KUIZ,Berz-Macomb Airport,UIZ,0,42.616667,-83.05,,
ULB_00,10163,UJE,,Ujae Island Airport,UJE,1,8.928611111,165.7630556,,
ULC_00,10164,UJN,,Uljin - Uljin Airport,UJN,1,36.77694444,129.4616667,,
ULD_00,10165,UJU,,Uiju Airport,UJU,1,40.15166667,124.4983333,,
ULE_00,10166,UKA,HKUK,Ukunda Airport,UKA,1,-4.3,39.566667,,
ULG_00,10167,UKB,RJBE,Kobe Airport,OSA,1,34.6373,135.228388,,
ULH_00,10168,UKG,UEBT,Ust-Kuyga Airport,UKG,1,70.011002,135.645004,,
ULI_00,10169,UKH,OOMK,Mukhaizna Airport,UKH,1,19.386389,56.401389,,
ULK_00,10170,UKI,KUKI,Ukiah Municipal Airport,UKI,1,39.125815,-123.202162,,
ULL_00,10171,UKK,UASK,Ust-Kamenogorsk Airport,UKK,1,50.03657,82.493495,,
ULM_00,10172,UKN,,Waukon Municipal Airport,UKN,1,43.266667,-91.483333,,
ULN_00,10173,UKR,OYMK,Mukeiras Airport,UKR,1,13.933333,45.683333,,
ULO_00,10174,UKS,UKFB,Belbek Airport,UKS,1,44.691667,33.576667,,
ULP_00,10175,UKT,KUKT,Upper Bucks Airport,UKT,1,40.434173,-75.381102,,
ULQ_00,10176,UKU,,Nuku Airport,UKU,1,-3.683333,142.466667,,
ULS_00,10177,UKX,UITT,Ust-Kut Airport,UKX,1,56.85,105.733333,,
ULU_00,10178,UKY,,Kyoto Station,UKY,1,35.03333333,135.75,,
ULV_00,10179,ULA,SAWJ,San Julian Airport,ULA,1,-49.316667,-67.666667,,
ULX_00,10180,ULB,NVSU,Ulei Airport,ULB,1,-16.416667,168.333333,,
ULY_00,10181,ULC,SCTI,Los Cerrillos Airport,SCL,0,-33.489722,-70.694722,,
ULZ_00,10182,ULD,FAUL,Prince Mangosuthu Buthelezi Airport,ULD,1,-28.315803,31.419104,,
UMA_00,10183,ULE,SULE,Sule Airport,ULE,1,-4.933333,151.266667,,
UMB_00,10184,ULG,,Olgii Airport,ULG,1,48.992091,89.920228,,
UMC_00,10185,ULH,OEAO,Prince Abdul Majeed bin Abdulaziz Airport,ULH,1,26.480861,38.116654,,
UMD_00,10186,ULI,TT02,Ulithi Airport,ULI,1,9.966666667,139.6666667,,
UME_00,10187,ULK,UERL,Lensk Airport,ULK,1,60.723301,114.824025,,
UMI_00,10188,ULL,,Mull Airport,ULL,1,56.45,-6,,
UMM_00,10189,ULM,KULM,New Ulm Airport,ULM,1,44.321389,-94.500556,,
UMR_00,10190,ULN,ZMUB,Chinggis Khaan International Airport,ULN,1,47.852749,106.763268,,
UMS_00,10191,ULO,,Ulaangom Airport,ULO,1,49.973383,92.080288,,
UMT_00,10192,ULP,YQLP,Quilpie Airport,ULP,1,-26.633333,144.3,,
UMU_00,10193,ULQ,SKUL,Farfan Airport,ULQ,1,4.097222,-76.229167,,
UMY_00,10194,ULS,,Mulatos Airport,ULS,1,8.65,-76.75,,
UMZ_00,10195,ULU,HUGU,Gulu Airport,ULU,1,2.789803,32.273952,,
UNA_00,10196,ULV,UWLL,Ulyanovsk Baratayevka Airport,ULY,1,54.268333,48.226665,,
UNC_00,10197,ULX,FAUS,Ulusaba Airport,ULX,1,-24.782376,31.353811,,
UND_00,10198,ULY,UWLW,Ulyanovsk Vostochny Airport,ULY,1,54.399045,48.802801,,
UNE_00,10199,ULZ,,Donoi Airport,ULZ,1,47.709633,96.525498,,
UNG_00,10200,UMA,,Punta De Maisi,UMA,1,20.25,-74.15,,
UNI_00,10201,UMB,,North Shore Airport,UNS,0,53.376667,-167.8875,,
UNK_00,10202,UMC,,Umba Airport,UMC,1,-7.016667,145.966667,,
UNN_00,10203,UMD,BGUM,Uummannaq Heliport,UMD,1,70.680362,-52.111657,,
UNR_00,10204,UME,ESNU,Umea Airport,UME,1,63.793332,20.289539,,
UNS_00,10205,UMI,SPIL,Quincemil Airport,UMI,1,-13.25,-70.666667,,
UNT_00,10206,UMM,,Summit Airport,UMM,1,63.316667,-149.316667,,
UNU_00,10207,UMR,YPWR,Woomera Airport,UMR,1,-31.15,136.816667,,
UNV_00,10208,UMS,,Ust-Maya Airport,UMS,1,60.356809,134.436704,,
UOA_00,10209,UMT,PAUM,Umiat Airport,UMT,1,69.416667,-152.333333,,
UOL_00,10210,UMU,SSUM,Ernesto Geisel Airport,UMU,1,-23.798333,-53.313333,,
UON_00,10211,UMY,UKHS,Sumy Airport,UMY,1,50.933333,34.783333,,
UOS_00,10212,UMZ,,Intermountain Municipal Airport,UMZ,1,34.545278,-94.202778,,
UOX_00,10213,UNA,,Una Airport,UNA,1,-15.3552,-38.999001,,
UPA_00,10214,UNC,,Unguia Airport,UNC,1,8.033333,-77.083333,,
UPB_00,10215,UND,OAUZ,Kunduz Airport,UND,1,36.665175,68.910593,,
UPC_00,10216,UNE,FXQN,Qachas Nek Airport,UNE,1,-30.166667,27.166667,,
UPF_00,10217,UNG,,Kiunga Airport,UNG,1,-6.125552,141.286017,,
UPG_00,10218,UNI,TVSU,Union Island Airport,UNI,1,12.61666667,-61.43333333,,
UPK_00,10219,UNK,PAUN,Unalakleet Airport,UNK,1,63.881928,-160.799433,,
UPL_00,10220,UNN,VTSR,Ranong Airport,UNN,1,9.852778,98.629167,,
UPN_00,10221,UNR,,Underkhaan Airport,UNR,1,47.316667,110.666667,,
UPP_00,10222,UNS,,Umnak Island Airport,UNS,0,53.25,-168.333333,,
UPR_00,10223,UNT,EGPW,Unst Airport,UNT,1,60.748559,-0.849653,,
UPV_00,10224,UNU,KUNU,Dodge County Airport,UNU,1,58.3,-134.416667,,
UQE_00,10225,UNV,,State Co - University Park,UNV,0,,,,
URA_00,10226,UOA,,Moruroa Atoll Airport,UOA,1,-21.80972222,-138.8122222,,
URB_00,10227,UOL,WAMY,Pogogul Airport,UOL,1,1.104373,121.416029,,
URC_00,10228,UON,,Muong Sai Airport,UON,0,20.7,101.983333,,
URC_01,10229,UOS,KUOS,Franklin County Airport,UOS,1,35.183333,-85.9,,
URC_02,10230,UOX,KUOX,University-Oxford Airport,UOX,1,34.38,-89.535296,,
URC_03,10231,UPA,,Punta Alegre Airport,UPA,0,22.383333,-78.816667,,
URD_00,10232,UPB,MUPB,Playa Baracoa Airport,HAV,1,23.032778,-82.579444,,
URE_00,10233,UPC,,Puerto La Cruz,UPC,1,28.38333333,-16.55,,
URG_00,10234,UPF,,Pforheim Airport,UPF,1,48.866667,8.683333,,
URI_00,10235,UPG,WAAA,Sultan Hasanuddin International Airport,UPG,1,-5.077019,119.547738,,
URJ_00,10236,UPK,BGKL,Upernavik Kujalleq Heliport,UPK,1,72.15273,-55.531099,,
URM_00,10237,UPL,,Upala Airport,UPL,1,10.783333,-85.033333,,
URN_00,10238,UPN,MMPN,Licenciado y General Ignacio Lopez Rayon Airport,UPN,1,19.402278,-102.037988,,
URO_00,10239,UPP,PHUP,Upolu Point Airport,UPP,1,20.268056,-155.8625,,
URR_00,10240,UPR,,Upiara Airport,UPR,1,-8.533333,142.633333,,
URS_00,10241,UPV,EGDJ,Upavon Airport,UPV,1,51.3,-1.816667,,
URT_00,10242,UQE,,Queen Airport,UQE,0,58.876667,-158.431667,,
URU_00,10243,URA,UARR,Uralsk Airport,URA,1,51.153708,51.538562,,
URY_00,10244,URB,SBUP,Ernesto Pochler Airport,URB,1,-20.77833,-51.56287,,
URZ_00,10245,URC,ZWWW,Urumqi Diwopu International Airport,URC,1,43.90126,87.475148,,
USA_00,10246,URC,ZWWW,Urumqi Diwopu International Airport,URC,1,43.90126,87.475148,,
USC_00,10247,URC,ZWWW,Urumqi Diwopu International Airport,URC,1,43.90126,87.475148,,
USH_00,10248,URC,ZWWW,Urumqi Diwopu International Airport,URC,1,43.90126,87.475148,,
USI_00,10249,URD,EDQE,Burg Feuerstein Airport,URD,1,49.8,11.133333,,
USJ_00,10250,URE,EEKE,Kuressaare Airport,URE,1,58.229938,22.509542,,
USK_00,10251,URG,SBUG,Ruben Berta Airport,URG,1,-29.783427,-57.035952,,
USL_00,10252,URI,,Uribe Airport,URI,1,3.216667,-74.4,,
USM_00,10253,URJ,USHU,Uraj Airport,URJ,1,60.116667,64.833333,,
USN_00,10254,URM,SVUM,Uriman Airport,URM,1,5.341667,-62.758333,,
USO_00,10255,URN,,Urgoon Airport,URN,1,32.95,69.183333,,
USQ_00,10256,URO,LFOP,Boos Airport,URO,1,49.388611,1.1875,,
USR_00,10257,URR,SKUR,Urrao Airport,URR,1,6.333333,-76.183333,,
USS_00,10258,URS,UUOK,Kursk Vostochny Airport,URS,1,51.750993,36.283127,,
UST_00,10259,URT,VTSB,Surat Thani Airport,URT,1,9.133865,99.143198,,
USU_00,10260,URU,,Oro Province Airport,URU,1,-9.5,148.566667,,
USX_00,10261,URY,OEGT,Gurayat Airport,URY,1,31.409623,37.275006,,
UTA_00,10262,URZ,,Uruzgan Airport,URZ,1,32.9,66.616667,,
UTB_00,10263,USA,KJQF,Concord Regional Airport,USA,1,35.385139,-80.71119,,
UTC_00,10264,USC,,Union S Carolina,USC,1,34.7,-81.61666667,,
UTD_00,10265,USH,SAWH,Malvinas Argentinas International Airport,USH,1,-54.839347,-68.312449,,
UTE_00,10266,USI,,Mabaruma Airport,USI,1,8.166667,-59.833333,,
UTG_00,10267,USJ,UAAL,Usharal Airport,USJ,1,46.190767,80.830922,,
UTH_00,10268,USK,UUYS,Usinsk Airport,USK,1,66.002429,57.37496,,
UTI_00,10269,USL,,Useless Loop Airport,USL,1,-25.966667,113.116667,,
UTK_00,10270,USM,VTSM,Koh Samui Airport,USM,1,9.55117,100.062878,,
UTL_00,10271,USN,RKPU,Ulsan Airport,USN,1,35.593671,129.355976,,
UTM_00,10272,USO,,Usino Airport,USO,1,-5.5,145.433333,,
UTN_00,10273,USQ,LTBO,Usak Airport,USQ,1,38.680031,29.481672,,
UTO_00,10274,USR,,Ust-Nera Airport,USR,1,64.549444,143.110833,,
UTP_00,10275,USS,,Sancti Spiritus Airport,USS,1,21.866667,-79.55,,
UTR_00,10276,UST,KSGJ,St. Augustine Airport,UST,1,29.959323,-81.337849,,
UTS_00,10277,USU,RPVV,Busuanga Airport,USU,1,12.1,120.166667,,
UTT_00,10278,USX,,St Austell - Railway Station,USX,1,50.33972222,-4.789444444,,
UTU_00,10279,UTA,FVMU,Mutare Airport,UTA,1,-18.966667,32.666667,,
UTW_00,10280,UTB,YMTB,Muttaburra Airport,UTB,1,-22.5875,144.525,,
UUA_00,10281,UTC,EHSB,Soesterberg Airport,UTC,1,52.083333,5.166667,,
UUD_00,10282,UTD,,Nutwood Downs Airport,UTD,1,-15.816667,134.166667,,
UUK_00,10283,UTE,,Butterworth Airport,UTE,0,-32.383333,28.066667,,
UUN_00,10284,UTG,,Quthing Airport,UTG,1,-30.5,27.6,,
UUS_00,10285,UTH,VTUD,Udon Thani International Airport,UTH,1,17.386392,102.788,,
UUU_00,10286,UTI,EFUT,Utti Airport,UTI,1,60.9,26.933333,,
UVA_00,10287,UTK,,Utirik Island Airport,UTK,1,11.233333,169.866667,,
UVE_00,10288,UTL,,Torremolinos Station,UTL,1,36.622574,-4.498993,,
UVF_00,10289,UTM,KUTA,Tunica Municipal Airport,UTM,1,34.683418,-90.349798,,
UVI_00,10290,UTN,FAUP,Upington Airport,UTN,1,-28.400556,21.253333,,
UVL_00,10291,UTO,,Indian Mountain Air Force Station,UTO,1,65.993333,-153.701667,,
UVO_00,10292,UTP,VTBU,Utapao Airport,UTP,1,12.683333,101.016667,,
UWA_00,10293,UTR,VTPU,Uttaradit Airport,UTR,0,17.669444,100.243889,,
UWC_00,10294,UTS,UUYX,Ust-Tsilma Airport,UTS,1,65.437294,52.200336,,
UWE_00,10295,UTT,FAUT,Umtata Airport,UTT,1,-31.583333,28.783333,,
UWP_00,10296,UTU,,Ustupo Airport,UTU,1,9.666667,-78.833333,,
UYL_00,10297,UTW,FAQT,Queenstown Airport,UTW,1,-31.866667,26.866667,,
UYN_00,10298,UUA,UWKB,Bugulma Airport,UUA,1,54.633958,52.791009,,
UYU_00,10299,UUD,UIUU,Ulan-Ude Airport,UUD,1,51.833333,107.5,,
UZC_00,10300,UUK,,Kuparuk Airport,UUK,1,70.416667,-148.916667,,
UZH_00,10301,UUN,ZMBU,Baruun-Urt Airport,UUN,1,46.683333,113.283333,,
UZM_00,10302,UUS,UHSS,Yuzhno-Sakhalinsk Airport,UUS,1,46.885341,142.721561,,
UZR_00,10303,UUU,,Manumu Airport,UUU,1,-8.999722,147.466667,,
UZU_00,10304,UVA,KUVA,Garner Field,UVA,1,29.201944,-99.735,,
VAA_00,10305,UVE,NWWV,Ouvea Airport,UVE,1,-20.64242,166.571983,,
VAB_00,10306,UVF,TLPL,Hewanorra Airport,SLU,1,13.735556,-60.952222,,
VAC_00,10307,UVI,,Uniao da Vitoria Airport,UVI,1,-26.2317,-51.0689,,
VAD_00,10308,UVL,HENY,Kharga Airport,UVL,1,25.475,30.590833,,
VAF_00,10309,UVO,,Uvol Airport,UVO,1,-6.016666667,150.95,,
VAG_00,10310,UWA,,Ware Airport,UWA,1,42.266667,-72.233333,,
VAH_00,10311,UWC,,Worcester Rail Station,ORH,1,52.19527778,-2.221666667,,
VAI_00,10312,UWE,,Wiesbaden - Hbf Railway Stati,UWE,1,50.07,8.243888889,,
VAK_00,10313,UWP,,Wuppertal - Hbf Railway Stati,UWP,1,51.255,7.15,,
VAL_00,10314,UYL,HSNL,Nyala Airport,UYL,1,12.071667,24.894722,,
VAM_00,10315,UYN,ZLYL,Yulin Yuyang Airport,UYN,1,38.361466,109.596181,,
VAN_00,10316,UYU,SLUY,Uyuni Airport,UYU,1,-20.4463,-66.8484,,
VAO_00,10317,UZC,LYUE,Ponikve Airport,UZC,1,43.898836,19.697403,,
VAP_00,10318,UZH,,Unayzah Airport,UZH,0,26.1,43.933333,,
VAR_00,10319,UZM,,Hope Bay - Hope Bay Airport,UZM,1,68.16388889,-106.6141667,,
VAS_00,10320,UZR,,Urzhar Airport,UZR,1,47.091038,81.664679,,
VAT_00,10321,UZU,SATU,Curuzu Cuatia Airport,UZU,1,-29.778889,-58.095556,,
VAU_00,10322,VAA,EFVA,Vaasa Airport,VAA,1,63.043549,21.760123,,
VAV_00,10323,VAB,,Yavarate Airport,VAB,1,1.116667,-70.75,,
VAW_00,10324,VAC,EDWU,Varrelbusch Airport,VAC,1,52.916667,8.05,,
VAZ_00,10325,VAD,KVAD,Moody Air Force Base,VLD,1,30.968364,-83.193053,,
VBA_00,10326,VAF,LFLU,Chabeuil Airport,VAF,1,44.920278,4.970278,,
VBC_00,10327,VAG,SBVG,Major-Brigadeiro Trompowsky Airport,VAG,1,-21.586348,-45.473199,,
VBG_00,10328,VAH,SLVG,Vallegrande Airport,VAH,1,-18.483333,-64.1,,
VBL_00,10329,VAI,,Vanimo Airport,VAI,1,-2.687288,141.298987,,
VBM_00,10330,VAK,,Chevak Airport,VAK,1,61.528611,-165.590278,,
VBP_00,10331,VAL,,Valenca Airport,VAL,1,-13.36666667,-39.06666667,,
VBR_00,10332,VAM,VRMV,Maamigili Island Airport,VAM,1,3.470556,72.835833,,
VBS_00,10333,VAN,LTCI,Van Ferit Melen Airport,VAN,1,38.469878,43.337264,,
VBT_00,10334,VAO,,Suavanao Airport,VAO,1,-7.58556,158.731003,,
VBV_00,10335,VAP,,Valparaiso Airport,VAP,1,-33.033333,-71.666667,,
VBY_00,10336,VAR,LBWN,Varna Airport,VAR,1,43.237258,27.829096,,
VCA_00,10337,VAS,LTAR,Sivas Airport,VAS,1,39.813889,36.904167,,
VCB_00,10338,VAT,FMMY,Vatomandry Airport,VAT,1,-19.283333,48.833333,,
VCC_00,10339,VAU,,Vatukoula Airport,VAU,1,-17.5,177.866667,,
VCD_00,10340,VAV,NFTV,Vava/u International Airport,VAV,1,-18.585537,-173.96436,,
VCE_00,10341,VAW,ENSS,Vardoe Airport,VAW,1,70.354722,31.045556,,
VCF_00,10342,VAZ,,Val D/Isere Airport,VAZ,1,45.45,6.983333,,
VCH_00,10343,VBA,VYAN,Ann Airport,VBA,1,19.777449,94.028292,,
VCL_00,10344,VBC,VYCZ,Mandalay Chan Mya Thazi Airport,MDL,1,21.940539,96.089586,,
VCP_00,10345,VBG,KVBG,Vandenburg Air Force Base,LPC,1,34.733805,-120.575367,,
VCP_01,10346,VBL,,Anshan - Anshanxi Railway Station,AOG,1,41.11638889,122.9094444,,
VCP_0M,10347,VBM,,Blue Mountain Airport,VBM,0,57.8575,-157.08667,,
VCR_00,10348,VBP,VYBP,Bokpyin Airport,VBP,1,11.266667,98.766667,,
VCS_00,10349,VBR,,Vyborg - Railway Station,VBR,1,60.72111111,28.74555556,,
VCT_00,10350,VBS,LIPO,Montichiari Airport,BRZ,1,45.425447,10.326545,,
VCV_00,10351,VBT,,Vigo - Bus Station,VGO,1,42.22416667,-8.709444444,,
VDA_00,10352,VBV,NFVB,Vanua Balavu Airport,VBV,1,-17.246505,-178.956461,,
VDB_00,10353,VBY,ESSV,Visby Airport,VBY,1,57.660447,18.338154,,
VDC_00,10354,VCA,,Can Tho Airport,VCA,1,10.047222,105.766389,,
VDD_00,10355,VCB,,View Cove Airport,VCB,0,55.083333,-133.016667,,
VDE_00,10356,VCC,,Vacaria Airport,VCC,1,-28.43222222,-51.025,,
VDF_00,10357,VCD,YVRD,Victoria River Downs Airport,VCD,1,-16.4,131,,
VDH_00,10358,VCE,LIPZ,Venice Marco Polo Airport,VCE,1,45.502285,12.337947,,
VDI_00,10359,VCF,,Valcheta Airport,VCF,1,-40.7,-66.15,,
VDM_00,10360,VCH,SUVO,Vichadero Airport,VCH,1,-31.733333,-54.25,,
VDN_00,10361,VCL,,Chu Lai International Airport,VCL,1,15.413901,108.70309,,
VDO_00,10362,VCP,SBKP,Viracopos Airport,SAO,1,-23.009892,-47.141673,,
VDP_00,10363,VCP,SBKP,Viracopos Airport,SAO,1,-23.009892,-47.141673,,
VDR_00,10364,VCP,SBKP,Viracopos Airport,SAO,1,-23.009892,-47.141673,,
VDS_00,10365,VCR,SVCO,Carora Airport,VCR,1,10.183333,-70.083333,,
VDT_00,10366,VCS,,Co Ong Airport,VCS,1,8.73194,106.6325,,
VDU_00,10367,VCT,KVCT,County-Foster Airport,VCT,1,28.851111,-96.914444,,
VDY_00,10368,VCV,KVCV,Southern California Logistics Airport,VCV,1,34.586573,-117.378251,,
VDZ_00,10369,VDA,LLOV,Ovda Airport,VDA,1,29.952014,34.9339,,
VEE_00,10370,VDB,ENFG,Leirin Airport,VDB,1,61.015556,9.288056,,
VEG_00,10371,VDC,SBQV,Glauber Rocha Airport,VDC,1,-14.906944,-40.916111,,
VEJ_00,10372,VDD,,Vienna Danubepier Airport,VIE,0,48.2,16.366667,,
VEL_00,10373,VDE,GCHI,Hierro Airport,VDE,1,27.813968,-17.884937,,
VER_00,10374,VDF,KVDF,Tampa Executive Airport,TPA,0,28.010858,-82.342102,,
VEV_00,10375,VDH,,Dong Hoi Airport,VDH,1,17.515,106.590556,,
VEX_00,10376,VDI,KVDI,Vidalia Municipal Airport,VDI,1,32.216667,-82.416667,,
VEY_00,10377,VDM,SAVV,Gobernador Edgardo Castello Airport,VDM,1,-40.87027778,-62.99666667,,
VFA_00,10378,VDN,,Ullapool Scotland,VDN,0,,,,
VFC_00,10379,VDO,VVVD,Van Don International Airport,VDO,1,21.113775,107.419444,,
VGA_00,10380,VDP,SVVP,Valle de la Pascua Airport,VDP,1,9.216666667,-66.01666667,,
VGB_00,10381,VDR,SAOD,Villa Dolores Airport,VDR,1,-31.941111,-65.142222,,
VGD_00,10382,VDS,ENVD,Vadso Airport,VDS,1,70.065,29.845278,,
VGG_00,10383,VDT,,Montevideo - Tres Cruces Bus Station,MVD,1,-34.89361111,-56.16666667,,
VGL_00,10384,VDU,,Tom O/Connor Oil Field Airport,RFG,0,28.3,-97.283333,,
VGO_00,10385,VDY,VOJV,Jindal Airport,VDY,1,15.174967,76.634947,,
VGS_00,10386,VDZ,PAVD,Pioneer Field,VDZ,1,61.133913,-146.248026,,
VGT_00,10387,VEE,,Venetie Airport,VEE,1,67.023056,-146.411111,,
VGZ_00,10388,VEG,,Maikwak Airport,VEG,1,5.55,-59.283333,,
VHC_00,10389,VEJ,,Vejle Airport,VEJ,0,55.7,9.533333,,
VHF_00,10390,VEL,KVEL,Vernal Regional Airport,VEL,1,40.438889,-109.510278,,
VHM_00,10391,VER,MMVR,Veracruz International Airport,VER,1,19.142275,-96.18321,,
VHN_00,10392,VEV,,Barakoma Airport,VEV,1,-7.85,159.55,,
VHO_00,10393,VEX,,Tioga Municipal Airport,VEX,1,48.38333333,-102.9,,
VHV_00,10394,VEY,BIVM,Vestmannaeyjar Airport,VEY,1,63.426389,-20.277778,,
VHY_00,10395,VFA,FVFA,Victoria Falls Airport,VFA,1,-18.093056,25.840278,,
VHZ_00,10396,VFC,,VilleFranche-sur-Saone Bus Station,XVF,1,45.98388889,4.720833333,,
VIA_00,10397,VGA,VOBZ,Vijayawada Airport,VGA,1,16.529444,80.797222,,
VIB_00,10398,VGB,,Cordoba Airport,COR,0,,,,
VIC_00,10399,VGD,ULWW,Vologda Airport,VGD,1,59.283333,39.95,,
VID_00,10400,VGG,,Vangrieng,VGG,0,,,,
VIE_00,10401,VGL,,Keswick England,VGL,0,,,,
VIE_01,10402,VGO,LEVX,Vigo Airport,VGO,1,42.224551,-8.634025,,
VIE_03,10403,VGS,,General Villegas Airport,VGS,1,-35.083333,-63,,
VIE_1A,10404,VGT,KVGT,North Las Vegas Airport,LAS,1,36.210172,-115.190826,,
VIF_00,10405,VGZ,SKVG,Villagarzon Airport,VGZ,1,0.982125,-76.604937,,
VIG_00,10406,VHC,FNSA,Saurimo Airport,VHC,1,-9.75,20.55,,
VIH_00,10407,VHF,,Isola France,VHF,0,,,,
VII_00,10408,VHM,ESNV,Vilhelmina Airport,VHM,1,64.579084,16.833586,,
VIJ_00,10409,VHN,KVHN,Culberson County Airport,VHN,1,31.0578,-104.783997,,
VIK_00,10410,VHO,,Vila Coutinho Airport,VHO,0,-14.616667,34.316667,,
VIL_00,10411,VHV,,Verkhnevilyuysk Airport,VHV,1,63.45917,120.27639,,
VIN_00,10412,VHY,LFLV,Charmeil Airport,VHY,1,46.165556,3.409722,,
VIO_00,10413,VHZ,NTUV,Vahitahi Airport,VHZ,1,-18.583333,-138.833333,,
VIP_00,10414,VIA,SSVI,Videira Airport,VIA,1,-27.008333,-51.136111,,
